'검찰 로비' 수사정보 유출 검사 2명 영장…게이트로 번지나 	http://news.naver.com/main/read.nhn?oid=028&sid1=102&aid=0002399774&mid=shm&mode=LSD&nh=20180222214007	100억대 횡령 수사무마 로비 변호사에20152016년 정보 준 혐의 긴급체포검찰 윗선 개입 여부 수사 불가피국세청 등 지속로비 진술도 잇따라  100억원대 국가보상금을 가로챈 혐의를 받는 중견 변호사가 검찰 등 권력기관에 전방위 로비를 벌인 의혹을 조사 중인 검찰이 수사 기록을 해당 변호사 등에게 유출한 혐의로 현직 검사 2명의 구속영장을 청구했다.  서울고검 감찰부부장 이성희는 2015년 서울서부지검에서 근무했던 추아무개 검사와 2016년 서울남부지검에서 근무했던 최아무개 검사를 지난 21일 소환해 조사한 뒤 밤늦게 긴급체포했고 22일 오후 구속영장을 청구했다고 밝혔다.  로비 의혹의 중심에 있는 최아무개 변호사는 대구 공군비행장 소음피해 손해배상 사건을 맡아 보상금 지연이자 142억원을 가로챈 혐의와 주가조작 연루 사건 등으로 검찰 수사를 여러 차례 받았고 지난 6일 탈세 혐의로 구속됐다.  최 변호사는 2015년 서울서부지검에서 보상금 횡령 혐의 등으로 수사를 받았고 2016년 서울남부지검에서는 홈캐스트 주가조작 사건에 연루돼 수사를 받았다. 당시 서부지검과 남부지검에서 근무했던 추 검사와 최 검사는 수사 대상이었던 최 변호사에게 수사 기록 일부를 넘겨준 혐의를 받고 있다.  검찰은 지난해 말 최 변호사의 자택과 사무실 등을 압수수색하는 과정에서 수사정보가 담긴 녹취 파일 등을 확보했다. 이 파일에는 2014년 최 변호사가 고소한 동업자 조아무개씨의 구치소 접견 대화 내용 등이 담겨 있는 것으로 전해졌다. 구치소 접견 녹취 파일 등은 수사기관이 아니면 확보할 수 없기 때문에 검찰은 이들 검사가 최 변호사 쪽에 이 파일을 넘겨줬을 것으로 보고 있다. 앞서 검찰은 지난해 12월 서울남부지검의 홈캐스트 주가조작 사건 관련 수사정보 유출에 가담한 수사관 2명도 구속한 바 있다.  검찰 안팎에서는 감찰에서 출발한 서울고검의 이번 수사가 어디까지 이어질지 촉각을 곤두세우고 있다. 수사관에 이어 현직 검사까지 수사정보를 유출한 정황이 확인된 만큼 일선 검사의 윗선이 개입했는지 여부를 수사하는 게 불가피하다는 분석도 나온다. 최 변호사가 수사받을 당시 서부지검과 남부지검 모두 로비 의혹을 인지하고 있었고 지난해 11월 대검 범죄정보기획관실도 로비 의혹 관련 보고서까지 작성했지만 윗선에서 반려한 것으로 전해졌다
아침까지 눈, 경기동부·영서 대설…낮 기온 껑충	http://news.naver.com/main/read.nhn?oid=422&sid1=103&aid=0000304539&mid=shm&mode=LSD&nh=20180222235315	날씨 아침까지 눈 경기동부영서 대설낮 기온 껑충전국 대부분 지역에 눈 소식 있습니다. 눈은 밤 사이 점차 확대돼 내일 아침까지 동해안과 남해안 제주를 제외한 전 지역에서 오겠는데요. 평창 등 강원 영서와 경기동부로 최고 7cm의 눈이 예상돼 대설예비특보가 내려졌고요. 서울 등 그 외 지역에도 15cm 가량 내려 쌓이겠습니다.내일23일 아침 영하권으로 떨어지는 지역에 꽤 많아서 빙판길 사고가 우려됩니다. 교통안전과 보행 안전 모두 유의하셔야겠습니다. 수은주는 서울 0도 평창 영하 5도 대구 영하 3도에서 출발하겠는데요. 그래도 낮에는 기온이 크게 올라 눈이 빠르게 녹을 것으로 보입니다. 서울 9도 평창 7도 대구 12도 등 많은 지역이 올겨울 들어 가장 높은 수준까지 올라가겠습니다.눈이 아침에 그치고 나면 햇살도 좋겠습니다. 다만 시야는 답답할 가능성이 큽니다
'미투 운동' 앞장서긴커녕…여가부 '뒷북 대책' 비판	http://news.naver.com/main/read.nhn?oid=437&sid1=102&aid=0000175605&mid=shm&mode=LSD&nh=20180222221047	이렇게 미투 운동이 빠르게 확산되고 있지만 정작 주무부처인 여성가족부는 뒷짐만 지고 있다는 비판이 나오고 있습니다. 피해자들이 겪을 수 있는 2차 피해를 미연에 방지하는 등 할 수 있는 최소한의 역할도 외면해왔다는 비판입니다.기자여성가족부는 상습적으로 상대를 괴롭히는 스토킹 가해자가 징역형까지 받을 수 있도록 제도를 바꾸겠다고 밝혔습니다.지금까지는 경범죄로 다뤄져 최대 10만 원의 벌금이 전부였습니다.데이트 폭력에 대한 처벌 수위도 높이기로 했습니다.이숙진여성가족부 차관  직장 내 성희롱성폭력 사건을 계기로 공공부문의 성희롱성폭력 근절을 위한 특단의 대책을 마련 중에 있습니다.그러나 늑장 뒷북 대책이라는 비판이 거셉니다.서지현 검사의 폭로로 미투 운동이 본격화 하기 전에도 수많은 성폭력 피해 사례가 공개됐습니다.하지만 여성과 가족 보호가 주 업무인 여가부는 직접 피해자를 상담하거나 보호조치에 나선 적이 없습니다.피해자 보호는 인권위 직장 실태조사는 고용부가 담당해 할 수 있는 일이 없다는 것이 여가부 주장입니다.양성평등기본법에 따르면 성희롱을 은폐하거나 2차 피해 정황이 확인되면 여가부가 징계를 요청할 수 있습니다.그러나 여태 관련 실태조사조차 없었습니다.임윤옥한국여성노동자회 대표  2차 피해가 발생한 것을 어딘가로 신고할 수 있어야 해요.직장 내 성폭력 피해사례는 해마다 늘어나는 반면 고용부의 조사는 뒷걸음질을 치는데도 여가부는 뒷짐만 진 채 범정부적인 대책 수립은 외면했습니다.그러는 사이 인생을 걸고 사례를 폭로한 피해자가 오히려 조직에서 내몰리는 악순환 구조가 굳어져 왔습니다.kr 영상취재 최무룡  영상편집 이휘수 라이브 시청은 유튜브로 제보는 뉴스룸으로 스토리 라이브 비하인드 JTBC 소셜스토리Copyright by JTBChttpjtbc
김현미 장관 '다주택자 꼬리표' 뗐다	http://news.naver.com/main/read.nhn?oid=081&sid1=101&aid=0002895064&mid=shm&viewType=pc&mode=LSD&nh=20180222210842	서울신문김현미 국토교통부 장관이 남편 명의로 소유한 경기도 연천 단독주택을 처분한 것으로 22일 확인됐다. 오는 4월 다주택자 양도세 중과를 앞두고 다주택자 꼬리표를 스스로 떼면서 시장을 향해 살고 있는 집이 아니면 정리하라는 강력한 메시지를 던진 것으로 보인다.김현미 장관  김현미 국토교통부 장관이 22일 국회에서 열린 국토교통위원회 전체회의에서 의원들의 질의에 답변하고 있다.서울신문이 김 장관이 공직자 재산내역에 신고한 경기도 연천군 장남면 소재 토지 및 건물에 대한 등기부등본을 확인한 결과 해당 단독주택은 지난 8일 소유권 이전이 완료됐다. 거래가액으로는 1억 4000만원이 등록됐다.김 장관의 남편 백모씨는 2012년 경기 연천 일대 2483 대지를 1억 8000만원공시지가 7672만원에 매입했다. 또 2015년 대지 일부873에 단독주택85. 2016년 공직자 재산신고에서 김 장관은 건물단독주택 취득으로 재산이 1억 209만원 늘었다고 신고했다. 이에 대해 김 장관은 살림집이 아니라 남편이 일을 하는 공간이라고 설명했다.김 장관은 본인 명의로 경기도 일산의 아파트146.61도 소유해 다주택자 꼬리표가 붙었다. 김 장관은 취임 이후 투기 세력과의 전쟁을 선포하며 다주택자를 투기의 주범으로 규정했다.지난해 82 부동산 대책 발표 당시에는 집을 많이 가진 사람들은 불편해 질 것이라며 내년 4월까지 시간을 드렸으니 사는 집이 아니면 파시라고 권고했다. 하지만 다주택 국민들을 압박하는 문재인 정부의 고위 공직자들이 정작 다주택자라는 비판이 끊이지 않았다. 야권에서는 내로남불내가 하면 로맨스 남이 하면 불륜이라고 비판했다.이후 문재인 대통령이 서울 홍은동 빌라를 파는 등 고위 공직자를 중심으로 다주택 일부를 처분하는 분위기가 확산됐다. 조국 청와대 민정수석도 부산 해운대 아파트를 팔고 1가구 1주택자에 이름을 올렸다. 김 장관도 당초 연천 단독주택을 매각할 의사가 없다고 밝혔으나 최근 들어 기류가 바뀌었다
장관실로 배달된 '핵폐기물'…초등생이 만든 가짜	http://news.naver.com/main/read.nhn?oid=214&sid1=102&aid=0000811547&mid=shm&mode=LSD&nh=20180222233954	총리실과 정부 각 부처 장관실로 핵폐기물 의심 소포가 무더기로 배달돼서 비상이 걸렸습니다.배달된 곳이 100곳 가까이 되는데 알고 보니 한 환경단체가 원자력발전소 문제에 관심을 가져달라며 보낸 가짜 폐기물이었습니다. 리포트 정부 과천청사 과학기술부 장관실. 직원들이 택배로 배달된 종이 박스를 뜯어보고 깜짝 놀랐습니다.방사능 물질 표시가 붙은 깡통이 나온 겁니다.과학기술부 비서실 직원별 생각 없이 열었다가 안에 내용물 보고 놀라신 것 같아요.신고를 받고 경찰과 소방 군 폭발물처리반까지 출동했지만 방사능은 검출되지 않았습니다.깡통을 열어보니 핵폐기물 어쩌실 셈인가요 전기도 남는데 핵발전소 그만 돌리게 해주세요라고 적힌 리본 메모지가 나왔습니다.원전을 반대하는 한 환경단체가 오는 3월 11일 후쿠시마 원전사고 7주기를 맞아 벌인 행사였습니다.조은숙원불교 환경연대 교육국장대책이 없는 핵폐기물을 어떻게 할 것인가 이 문제를 다 같이 고민을 해 주셨으면 하는 차원에서 그런 절박한 마음에서핵폐기물 모형 깡통은 전남 영광원자력발전소 주변 지역 아동센터 어린이와 시민단체 자녀들이 직접 만들었습니다.소포를 보낸 곳은 청와대와 총리실 각 정부부처 장관실 언론사 등 모두 90곳이 넘습니다.소포가 속속 도착하면서 해당 장관실에서는 잇따라 소동이 빚어졌고 경찰은 수사에 들어갔습니다.이상규경기 과천경찰서 형사과장어떻게 이걸 보내게 된 건지 경위를 확인해봐야 되고 처벌 관계는 당사자를 만나 조사를 해 봐야 돼요
'검찰 로비' 수사정보 유출 검사 2명 영장…게이트로 번지나 	http://news.naver.com/main/read.nhn?oid=028&sid1=102&aid=0002399774&mid=shm&mode=LSD&nh=20180222214007	100억대 횡령 수사무마 로비 변호사에20152016년 정보 준 혐의 긴급체포검찰 윗선 개입 여부 수사 불가피국세청 등 지속로비 진술도 잇따라  100억원대 국가보상금을 가로챈 혐의를 받는 중견 변호사가 검찰 등 권력기관에 전방위 로비를 벌인 의혹을 조사 중인 검찰이 수사 기록을 해당 변호사 등에게 유출한 혐의로 현직 검사 2명의 구속영장을 청구했다.  서울고검 감찰부부장 이성희는 2015년 서울서부지검에서 근무했던 추아무개 검사와 2016년 서울남부지검에서 근무했던 최아무개 검사를 지난 21일 소환해 조사한 뒤 밤늦게 긴급체포했고 22일 오후 구속영장을 청구했다고 밝혔다.  로비 의혹의 중심에 있는 최아무개 변호사는 대구 공군비행장 소음피해 손해배상 사건을 맡아 보상금 지연이자 142억원을 가로챈 혐의와 주가조작 연루 사건 등으로 검찰 수사를 여러 차례 받았고 지난 6일 탈세 혐의로 구속됐다.  최 변호사는 2015년 서울서부지검에서 보상금 횡령 혐의 등으로 수사를 받았고 2016년 서울남부지검에서는 홈캐스트 주가조작 사건에 연루돼 수사를 받았다. 당시 서부지검과 남부지검에서 근무했던 추 검사와 최 검사는 수사 대상이었던 최 변호사에게 수사 기록 일부를 넘겨준 혐의를 받고 있다.  검찰은 지난해 말 최 변호사의 자택과 사무실 등을 압수수색하는 과정에서 수사정보가 담긴 녹취 파일 등을 확보했다. 이 파일에는 2014년 최 변호사가 고소한 동업자 조아무개씨의 구치소 접견 대화 내용 등이 담겨 있는 것으로 전해졌다. 구치소 접견 녹취 파일 등은 수사기관이 아니면 확보할 수 없기 때문에 검찰은 이들 검사가 최 변호사 쪽에 이 파일을 넘겨줬을 것으로 보고 있다. 앞서 검찰은 지난해 12월 서울남부지검의 홈캐스트 주가조작 사건 관련 수사정보 유출에 가담한 수사관 2명도 구속한 바 있다.  검찰 안팎에서는 감찰에서 출발한 서울고검의 이번 수사가 어디까지 이어질지 촉각을 곤두세우고 있다. 수사관에 이어 현직 검사까지 수사정보를 유출한 정황이 확인된 만큼 일선 검사의 윗선이 개입했는지 여부를 수사하는 게 불가피하다는 분석도 나온다. 최 변호사가 수사받을 당시 서부지검과 남부지검 모두 로비 의혹을 인지하고 있었고 지난해 11월 대검 범죄정보기획관실도 로비 의혹 관련 보고서까지 작성했지만 윗선에서 반려한 것으로 전해졌다
아침까지 눈, 경기동부·영서 대설…낮 기온 껑충	http://news.naver.com/main/read.nhn?oid=422&sid1=103&aid=0000304539&mid=shm&mode=LSD&nh=20180222235315	날씨 아침까지 눈 경기동부영서 대설낮 기온 껑충전국 대부분 지역에 눈 소식 있습니다. 눈은 밤 사이 점차 확대돼 내일 아침까지 동해안과 남해안 제주를 제외한 전 지역에서 오겠는데요. 평창 등 강원 영서와 경기동부로 최고 7cm의 눈이 예상돼 대설예비특보가 내려졌고요. 서울 등 그 외 지역에도 15cm 가량 내려 쌓이겠습니다.내일23일 아침 영하권으로 떨어지는 지역에 꽤 많아서 빙판길 사고가 우려됩니다. 교통안전과 보행 안전 모두 유의하셔야겠습니다. 수은주는 서울 0도 평창 영하 5도 대구 영하 3도에서 출발하겠는데요. 그래도 낮에는 기온이 크게 올라 눈이 빠르게 녹을 것으로 보입니다. 서울 9도 평창 7도 대구 12도 등 많은 지역이 올겨울 들어 가장 높은 수준까지 올라가겠습니다.눈이 아침에 그치고 나면 햇살도 좋겠습니다. 다만 시야는 답답할 가능성이 큽니다
'미투 운동' 앞장서긴커녕…여가부 '뒷북 대책' 비판	http://news.naver.com/main/read.nhn?oid=437&sid1=102&aid=0000175605&mid=shm&mode=LSD&nh=20180222221047	이렇게 미투 운동이 빠르게 확산되고 있지만 정작 주무부처인 여성가족부는 뒷짐만 지고 있다는 비판이 나오고 있습니다. 피해자들이 겪을 수 있는 2차 피해를 미연에 방지하는 등 할 수 있는 최소한의 역할도 외면해왔다는 비판입니다.기자여성가족부는 상습적으로 상대를 괴롭히는 스토킹 가해자가 징역형까지 받을 수 있도록 제도를 바꾸겠다고 밝혔습니다.지금까지는 경범죄로 다뤄져 최대 10만 원의 벌금이 전부였습니다.데이트 폭력에 대한 처벌 수위도 높이기로 했습니다.이숙진여성가족부 차관  직장 내 성희롱성폭력 사건을 계기로 공공부문의 성희롱성폭력 근절을 위한 특단의 대책을 마련 중에 있습니다.그러나 늑장 뒷북 대책이라는 비판이 거셉니다.서지현 검사의 폭로로 미투 운동이 본격화 하기 전에도 수많은 성폭력 피해 사례가 공개됐습니다.하지만 여성과 가족 보호가 주 업무인 여가부는 직접 피해자를 상담하거나 보호조치에 나선 적이 없습니다.피해자 보호는 인권위 직장 실태조사는 고용부가 담당해 할 수 있는 일이 없다는 것이 여가부 주장입니다.양성평등기본법에 따르면 성희롱을 은폐하거나 2차 피해 정황이 확인되면 여가부가 징계를 요청할 수 있습니다.그러나 여태 관련 실태조사조차 없었습니다.임윤옥한국여성노동자회 대표  2차 피해가 발생한 것을 어딘가로 신고할 수 있어야 해요.직장 내 성폭력 피해사례는 해마다 늘어나는 반면 고용부의 조사는 뒷걸음질을 치는데도 여가부는 뒷짐만 진 채 범정부적인 대책 수립은 외면했습니다.그러는 사이 인생을 걸고 사례를 폭로한 피해자가 오히려 조직에서 내몰리는 악순환 구조가 굳어져 왔습니다.kr 영상취재 최무룡  영상편집 이휘수 라이브 시청은 유튜브로 제보는 뉴스룸으로 스토리 라이브 비하인드 JTBC 소셜스토리Copyright by JTBChttpjtbc
김현미 장관 '다주택자 꼬리표' 뗐다	http://news.naver.com/main/read.nhn?oid=081&sid1=101&aid=0002895064&mid=shm&viewType=pc&mode=LSD&nh=20180222210842	서울신문김현미 국토교통부 장관이 남편 명의로 소유한 경기도 연천 단독주택을 처분한 것으로 22일 확인됐다. 오는 4월 다주택자 양도세 중과를 앞두고 다주택자 꼬리표를 스스로 떼면서 시장을 향해 살고 있는 집이 아니면 정리하라는 강력한 메시지를 던진 것으로 보인다.김현미 장관  김현미 국토교통부 장관이 22일 국회에서 열린 국토교통위원회 전체회의에서 의원들의 질의에 답변하고 있다.서울신문이 김 장관이 공직자 재산내역에 신고한 경기도 연천군 장남면 소재 토지 및 건물에 대한 등기부등본을 확인한 결과 해당 단독주택은 지난 8일 소유권 이전이 완료됐다. 거래가액으로는 1억 4000만원이 등록됐다.김 장관의 남편 백모씨는 2012년 경기 연천 일대 2483 대지를 1억 8000만원공시지가 7672만원에 매입했다. 또 2015년 대지 일부873에 단독주택85. 2016년 공직자 재산신고에서 김 장관은 건물단독주택 취득으로 재산이 1억 209만원 늘었다고 신고했다. 이에 대해 김 장관은 살림집이 아니라 남편이 일을 하는 공간이라고 설명했다.김 장관은 본인 명의로 경기도 일산의 아파트146.61도 소유해 다주택자 꼬리표가 붙었다. 김 장관은 취임 이후 투기 세력과의 전쟁을 선포하며 다주택자를 투기의 주범으로 규정했다.지난해 82 부동산 대책 발표 당시에는 집을 많이 가진 사람들은 불편해 질 것이라며 내년 4월까지 시간을 드렸으니 사는 집이 아니면 파시라고 권고했다. 하지만 다주택 국민들을 압박하는 문재인 정부의 고위 공직자들이 정작 다주택자라는 비판이 끊이지 않았다. 야권에서는 내로남불내가 하면 로맨스 남이 하면 불륜이라고 비판했다.이후 문재인 대통령이 서울 홍은동 빌라를 파는 등 고위 공직자를 중심으로 다주택 일부를 처분하는 분위기가 확산됐다. 조국 청와대 민정수석도 부산 해운대 아파트를 팔고 1가구 1주택자에 이름을 올렸다. 김 장관도 당초 연천 단독주택을 매각할 의사가 없다고 밝혔으나 최근 들어 기류가 바뀌었다
장관실로 배달된 '핵폐기물'…초등생이 만든 가짜	http://news.naver.com/main/read.nhn?oid=214&sid1=102&aid=0000811547&mid=shm&mode=LSD&nh=20180222233954	총리실과 정부 각 부처 장관실로 핵폐기물 의심 소포가 무더기로 배달돼서 비상이 걸렸습니다.배달된 곳이 100곳 가까이 되는데 알고 보니 한 환경단체가 원자력발전소 문제에 관심을 가져달라며 보낸 가짜 폐기물이었습니다. 리포트 정부 과천청사 과학기술부 장관실. 직원들이 택배로 배달된 종이 박스를 뜯어보고 깜짝 놀랐습니다.방사능 물질 표시가 붙은 깡통이 나온 겁니다.과학기술부 비서실 직원별 생각 없이 열었다가 안에 내용물 보고 놀라신 것 같아요.신고를 받고 경찰과 소방 군 폭발물처리반까지 출동했지만 방사능은 검출되지 않았습니다.깡통을 열어보니 핵폐기물 어쩌실 셈인가요 전기도 남는데 핵발전소 그만 돌리게 해주세요라고 적힌 리본 메모지가 나왔습니다.원전을 반대하는 한 환경단체가 오는 3월 11일 후쿠시마 원전사고 7주기를 맞아 벌인 행사였습니다.조은숙원불교 환경연대 교육국장대책이 없는 핵폐기물을 어떻게 할 것인가 이 문제를 다 같이 고민을 해 주셨으면 하는 차원에서 그런 절박한 마음에서핵폐기물 모형 깡통은 전남 영광원자력발전소 주변 지역 아동센터 어린이와 시민단체 자녀들이 직접 만들었습니다.소포를 보낸 곳은 청와대와 총리실 각 정부부처 장관실 언론사 등 모두 90곳이 넘습니다.소포가 속속 도착하면서 해당 장관실에서는 잇따라 소동이 빚어졌고 경찰은 수사에 들어갔습니다.이상규경기 과천경찰서 형사과장어떻게 이걸 보내게 된 건지 경위를 확인해봐야 되고 처벌 관계는 당사자를 만나 조사를 해 봐야 돼요
